Source,Target,Type,Id,Label,timeset,Weight,book
5,5,Undirected,0,,,3,1
5,5,Undirected,1,,,6,1
0,0,Undirected,2,,,5,1
0,3,Undirected,3,,,4,1
2,2,Undirected,4,,,4,1
2,2,Undirected,5,,,4,1
2,2,Undirected,6,,,9,1
2,2,Undirected,7,,,5,1
2,2,Undirected,8,,,13,1
2,2,Undirected,9,,,34,1
2,2,Undirected,10,,,5,1
3,3,Undirected,11,,,4,1
3,3,Undirected,12,,,10,1
3,3,Undirected,13,,,3,1
3,5,Undirected,14,,,5,1
3,3,Undirected,15,,,3,1
3,3,Undirected,16,,,12,1
0,0,Undirected,17,,,11,1
0,0,Undirected,18,,,6,1
0,0,Undirected,19,,,4,1
0,0,Undirected,20,,,5,1
0,0,Undirected,21,,,3,1
0,0,Undirected,22,,,7,1
2,2,Undirected,23,,,3,1
2,2,Undirected,24,,,5,1
2,2,Undirected,25,,,3,1
2,2,Undirected,26,,,3,1
2,2,Undirected,27,,,3,1
2,2,Undirected,28,,,4,1
2,2,Undirected,29,,,10,1
2,2,Undirected,30,,,32,1
2,2,Undirected,31,,,4,1
2,2,Undirected,32,,,5,1
2,2,Undirected,33,,,8,1
2,5,Undirected,34,,,7,1
3,3,Undirected,35,,,11,1
3,3,Undirected,36,,,6,1
3,3,Undirected,37,,,8,1
3,3,Undirected,38,,,4,1
3,3,Undirected,39,,,3,1
3,3,Undirected,40,,,4,1
1,2,Undirected,41,,,3,1
1,4,Undirected,42,,,14,1
1,5,Undirected,43,,,5,1
1,3,Undirected,44,,,12,1
1,1,Undirected,45,,,3,1
1,3,Undirected,46,,,30,1
1,1,Undirected,47,,,5,1
1,1,Undirected,48,,,10,1
1,1,Undirected,49,,,39,1
1,2,Undirected,50,,,37,1
1,3,Undirected,51,,,12,1
1,1,Undirected,52,,,4,1
1,1,Undirected,53,,,39,1
1,1,Undirected,54,,,18,1
1,1,Undirected,55,,,13,1
1,3,Undirected,56,,,3,1
1,4,Undirected,57,,,7,1
1,4,Undirected,58,,,15,1
1,3,Undirected,59,,,8,1
1,4,Undirected,60,,,3,1
1,1,Undirected,61,,,7,1
1,1,Undirected,62,,,104,1
1,1,Undirected,63,,,20,1
1,3,Undirected,64,,,6,1
1,1,Undirected,65,,,5,1
1,3,Undirected,66,,,4,1
1,2,Undirected,67,,,4,1
3,3,Undirected,68,,,3,1
3,3,Undirected,69,,,3,1
3,3,Undirected,70,,,4,1
1,3,Undirected,71,,,3,1
1,1,Undirected,72,,,3,1
3,1,Undirected,73,,,3,1
