Source,Target,Type,Id,Label,timeset,Weight,book
4,4,Undirected,0,,,4,5
0,4,Undirected,1,,,11,5
0,0,Undirected,2,,,4,5
0,0,Undirected,3,,,3,5
0,0,Undirected,4,,,14,5
0,0,Undirected,5,,,9,5
0,0,Undirected,6,,,16,5
0,0,Undirected,7,,,10,5
0,0,Undirected,8,,,9,5
0,0,Undirected,9,,,4,5
0,0,Undirected,10,,,11,5
0,0,Undirected,11,,,23,5
0,0,Undirected,12,,,3,5
0,4,Undirected,13,,,3,5
0,0,Undirected,14,,,6,5
0,0,Undirected,15,,,4,5
1,1,Undirected,16,,,7,5
1,1,Undirected,17,,,3,5
1,1,Undirected,18,,,12,5
1,1,Undirected,19,,,16,5
1,1,Undirected,20,,,3,5
5,5,Undirected,21,,,6,5
5,3,Undirected,22,,,3,5
5,5,Undirected,23,,,4,5
2,2,Undirected,24,,,4,5
2,2,Undirected,25,,,3,5
0,0,Undirected,26,,,5,5
0,0,Undirected,27,,,5,5
0,0,Undirected,28,,,6,5
4,4,Undirected,29,,,3,5
4,4,Undirected,30,,,4,5
4,4,Undirected,31,,,9,5
4,4,Undirected,32,,,5,5
4,4,Undirected,33,,,6,5
4,4,Undirected,34,,,9,5
1,1,Undirected,35,,,6,5
1,1,Undirected,36,,,13,5
1,1,Undirected,37,,,6,5
1,1,Undirected,38,,,5,5
2,2,Undirected,39,,,18,5
2,2,Undirected,40,,,5,5
2,1,Undirected,41,,,5,5
4,4,Undirected,42,,,5,5
4,4,Undirected,43,,,13,5
4,4,Undirected,44,,,21,5
4,4,Undirected,45,,,4,5
7,7,Undirected,46,,,11,5
7,7,Undirected,47,,,4,5
7,7,Undirected,48,,,4,5
7,7,Undirected,49,,,12,5
7,7,Undirected,50,,,3,5
7,7,Undirected,51,,,6,5
7,7,Undirected,52,,,5,5
7,7,Undirected,53,,,11,5
7,7,Undirected,54,,,3,5
7,7,Undirected,55,,,4,5
7,7,Undirected,56,,,5,5
1,1,Undirected,57,,,3,5
1,2,Undirected,58,,,3,5
1,1,Undirected,59,,,4,5
1,1,Undirected,60,,,3,5
1,1,Undirected,61,,,7,5
1,1,Undirected,62,,,6,5
1,1,Undirected,63,,,4,5
1,1,Undirected,64,,,4,5
1,6,Undirected,65,,,7,5
1,1,Undirected,66,,,4,5
1,1,Undirected,67,,,4,5
1,3,Undirected,68,,,4,5
1,1,Undirected,69,,,12,5
1,1,Undirected,70,,,4,5
1,1,Undirected,71,,,3,5
1,1,Undirected,72,,,4,5
1,3,Undirected,73,,,5,5
1,1,Undirected,74,,,4,5
1,3,Undirected,75,,,7,5
1,1,Undirected,76,,,3,5
7,7,Undirected,77,,,3,5
2,1,Undirected,78,,,4,5
2,2,Undirected,79,,,4,5
2,2,Undirected,80,,,8,5
2,1,Undirected,81,,,3,5
2,2,Undirected,82,,,3,5
2,2,Undirected,83,,,3,5
2,2,Undirected,84,,,15,5
2,2,Undirected,85,,,8,5
2,0,Undirected,86,,,4,5
2,2,Undirected,87,,,3,5
2,1,Undirected,88,,,16,5
2,2,Undirected,89,,,3,5
2,3,Undirected,90,,,7,5
2,2,Undirected,91,,,3,5
2,2,Undirected,92,,,12,5
2,1,Undirected,93,,,3,5
0,0,Undirected,94,,,3,5
1,1,Undirected,95,,,4,5
1,1,Undirected,96,,,5,5
1,1,Undirected,97,,,8,5
1,1,Undirected,98,,,3,5
1,1,Undirected,99,,,3,5
1,1,Undirected,100,,,3,5
2,2,Undirected,101,,,3,5
2,3,Undirected,102,,,3,5
7,7,Undirected,103,,,11,5
7,7,Undirected,104,,,3,5
7,7,Undirected,105,,,4,5
7,0,Undirected,106,,,3,5
3,3,Undirected,107,,,5,5
3,3,Undirected,108,,,5,5
3,3,Undirected,109,,,4,5
3,3,Undirected,110,,,3,5
3,1,Undirected,111,,,3,5
3,3,Undirected,112,,,17,5
4,4,Undirected,113,,,9,5
4,4,Undirected,114,,,4,5
4,4,Undirected,115,,,3,5
4,4,Undirected,116,,,18,5
4,4,Undirected,117,,,75,5
4,4,Undirected,118,,,5,5
4,4,Undirected,119,,,4,5
4,4,Undirected,120,,,3,5
4,4,Undirected,121,,,6,5
4,4,Undirected,122,,,8,5
4,4,Undirected,123,,,42,5
4,4,Undirected,124,,,3,5
4,4,Undirected,125,,,8,5
4,4,Undirected,126,,,3,5
4,4,Undirected,127,,,8,5
4,4,Undirected,128,,,22,5
4,4,Undirected,129,,,7,5
4,0,Undirected,130,,,3,5
4,4,Undirected,131,,,21,5
4,4,Undirected,132,,,3,5
4,0,Undirected,133,,,3,5
4,0,Undirected,134,,,3,5
4,4,Undirected,135,,,3,5
4,4,Undirected,136,,,3,5
4,4,Undirected,137,,,4,5
5,5,Undirected,138,,,4,5
4,4,Undirected,139,,,7,5
4,4,Undirected,140,,,3,5
4,4,Undirected,141,,,3,5
4,4,Undirected,142,,,5,5
4,4,Undirected,143,,,13,5
4,4,Undirected,144,,,11,5
4,4,Undirected,145,,,3,5
4,4,Undirected,146,,,3,5
3,3,Undirected,147,,,5,5
3,3,Undirected,148,,,4,5
4,4,Undirected,149,,,9,5
4,4,Undirected,150,,,14,5
4,4,Undirected,151,,,3,5
4,0,Undirected,152,,,3,5
4,0,Undirected,153,,,3,5
4,0,Undirected,154,,,5,5
4,0,Undirected,155,,,4,5
0,4,Undirected,156,,,3,5
0,0,Undirected,157,,,4,5
0,2,Undirected,158,,,4,5
0,0,Undirected,159,,,7,5
1,1,Undirected,160,,,3,5
1,1,Undirected,161,,,4,5
1,1,Undirected,162,,,4,5
0,0,Undirected,163,,,3,5
4,4,Undirected,164,,,3,5
4,4,Undirected,165,,,5,5
4,4,Undirected,166,,,3,5
7,7,Undirected,167,,,3,5
7,7,Undirected,168,,,4,5
1,1,Undirected,169,,,8,5
1,1,Undirected,170,,,9,5
1,1,Undirected,171,,,45,5
1,1,Undirected,172,,,5,5
1,1,Undirected,173,,,19,5
1,1,Undirected,174,,,3,5
1,1,Undirected,175,,,3,5
1,1,Undirected,176,,,5,5
1,1,Undirected,177,,,5,5
6,6,Undirected,178,,,14,5
6,6,Undirected,179,,,6,5
6,1,Undirected,180,,,4,5
6,6,Undirected,181,,,50,5
6,6,Undirected,182,,,17,5
6,1,Undirected,183,,,4,5
6,6,Undirected,184,,,5,5
6,6,Undirected,185,,,33,5
6,6,Undirected,186,,,7,5
6,1,Undirected,187,,,6,5
6,3,Undirected,188,,,8,5
1,1,Undirected,189,,,3,5
1,1,Undirected,190,,,3,5
1,1,Undirected,191,,,3,5
7,7,Undirected,192,,,3,5
7,7,Undirected,193,,,3,5
1,1,Undirected,194,,,6,5
1,1,Undirected,195,,,4,5
1,1,Undirected,196,,,5,5
6,6,Undirected,197,,,3,5
7,7,Undirected,198,,,4,5
8,8,Undirected,199,,,5,5
4,4,Undirected,200,,,3,5
4,4,Undirected,201,,,3,5
4,4,Undirected,202,,,7,5
