Source,Target,Type,Id,Label,timeset,Weight,book
2,2,Undirected,0,,,4,2
2,2,Undirected,1,,,3,2
2,2,Undirected,2,,,4,2
2,0,Undirected,3,,,3,2
2,2,Undirected,4,,,3,2
1,1,Undirected,5,,,3,2
1,1,Undirected,6,,,3,2
1,1,Undirected,7,,,9,2
1,1,Undirected,8,,,11,2
1,1,Undirected,9,,,3,2
1,1,Undirected,10,,,5,2
2,2,Undirected,11,,,6,2
4,4,Undirected,12,,,5,2
4,4,Undirected,13,,,17,2
5,5,Undirected,14,,,3,2
5,5,Undirected,15,,,5,2
5,0,Undirected,16,,,4,2
5,5,Undirected,17,,,4,2
5,5,Undirected,18,,,6,2
5,0,Undirected,19,,,3,2
4,4,Undirected,20,,,3,2
4,4,Undirected,21,,,3,2
4,4,Undirected,22,,,3,2
4,4,Undirected,23,,,4,2
3,3,Undirected,24,,,3,2
3,3,Undirected,25,,,10,2
3,3,Undirected,26,,,12,2
3,3,Undirected,27,,,4,2
3,3,Undirected,28,,,4,2
0,0,Undirected,29,,,3,2
0,0,Undirected,30,,,3,2
4,4,Undirected,31,,,7,2
4,4,Undirected,32,,,3,2
4,4,Undirected,33,,,6,2
4,4,Undirected,34,,,3,2
5,5,Undirected,35,,,4,2
5,5,Undirected,36,,,3,2
5,5,Undirected,37,,,3,2
5,5,Undirected,38,,,5,2
0,0,Undirected,39,,,3,2
0,0,Undirected,40,,,4,2
5,5,Undirected,41,,,5,2
5,5,Undirected,42,,,5,2
5,5,Undirected,43,,,3,2
0,1,Undirected,44,,,3,2
0,0,Undirected,45,,,4,2
0,1,Undirected,46,,,3,2
0,0,Undirected,47,,,8,2
2,2,Undirected,48,,,6,2
2,2,Undirected,49,,,4,2
2,2,Undirected,50,,,9,2
2,0,Undirected,51,,,4,2
2,2,Undirected,52,,,4,2
2,2,Undirected,53,,,3,2
2,2,Undirected,54,,,3,2
2,2,Undirected,55,,,7,2
2,2,Undirected,56,,,3,2
2,0,Undirected,57,,,4,2
2,0,Undirected,58,,,7,2
2,0,Undirected,59,,,5,2
2,2,Undirected,60,,,3,2
2,2,Undirected,61,,,5,2
2,2,Undirected,62,,,3,2
2,0,Undirected,63,,,5,2
2,2,Undirected,64,,,5,2
2,2,Undirected,65,,,4,2
2,2,Undirected,66,,,7,2
2,2,Undirected,67,,,5,2
5,5,Undirected,68,,,5,2
0,0,Undirected,69,,,3,2
5,5,Undirected,70,,,3,2
2,2,Undirected,71,,,5,2
2,2,Undirected,72,,,10,2
2,4,Undirected,73,,,10,2
2,0,Undirected,74,,,7,2
2,2,Undirected,75,,,8,2
2,2,Undirected,76,,,4,2
2,2,Undirected,77,,,3,2
2,5,Undirected,78,,,6,2
2,2,Undirected,79,,,36,2
2,2,Undirected,80,,,4,2
2,2,Undirected,81,,,3,2
2,2,Undirected,82,,,7,2
2,2,Undirected,83,,,51,2
2,0,Undirected,84,,,3,2
2,2,Undirected,85,,,25,2
2,0,Undirected,86,,,4,2
2,1,Undirected,87,,,13,2
2,2,Undirected,88,,,3,2
2,2,Undirected,89,,,31,2
2,2,Undirected,90,,,5,2
2,2,Undirected,91,,,3,2
2,2,Undirected,92,,,3,2
